conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.9349626606527818e+18,Tue Jun 17 13:13:45 +0000 2025,1, Pembayaran Harian yang Praktis Ada PEXX Card yang bisa kamu pakai untuk membayar layanan transportasi online seperti Gojek atau Grab hingga berbelanja di e-commerce seperti Tokopedia dan Shopee. Nggak perlu repot top-up banyak aplikasi cukup satu kartu untuk semua.,1.9349626698466757e+18,,Elganesh07,in,,0,1,0,https://x.com/undefined/status/1934962669846675708,962293014.0,
1.934955816425259e+18,Tue Jun 17 12:46:31 +0000 2025,0,Aplikasi online yg ada fitur mobil pick up nya apa ya? Yg mobil bak kebuka itu. Soalnya di gojek rasanya bukan pick up,1.934955816425259e+18,,,in,,1,0,0,https://x.com/undefined/status/1934955816425259052,2940375122.0,
1.9349467186234084e+18,Tue Jun 17 12:10:21 +0000 2025,0,Aku lagi survey data tentang seberapa sering kita pakai aplikasi kayak Gojek Grab Maxim sama Shopee Food. Tenang aja surveinya: Super singkat! Cuma 9 pertanyaan https://t.co/2rEDZ7pmby Makasih ya buat yang udah mau nyempetin waktu! You're the best! ,1.9349467186234084e+18,,,in,,0,0,0,https://x.com/undefined/status/1934946718623408477,1.4898733493084652e+18,
1.934815648749851e+18,Tue Jun 17 10:50:57 +0000 2025,0,@e100ss Bukan ide baru. Bahkan lahirnya gojek juga awalnya krn ada aplikasi semacam ini. Terbukti gabisa jd solusi. Transum tetep jawaban.,1.9349267353569078e+18,,e100ss,in,,0,0,0,https://x.com/undefined/status/1934926735356907769,1.669461880937808e+18,
1.9349181570237606e+18,Tue Jun 17 10:16:52 +0000 2025,0,Pesan Taksi Listrik Green SM Kini Bisa via Aplikasi Gojek https://t.co/6lphrM4jJ4,1.9349181570237606e+18,,,in,,0,0,0,https://x.com/undefined/status/1934918157023760763,393754944.0,
1.9349139235027684e+18,Tue Jun 17 10:00:02 +0000 2025,1,Perluas akses layanan taksi listrik Green SM kini bisa dipesan via aplikasi Gojek! #ThePhraseID #GreenSM #Gojek #taksilistrik #EV #BEV #ElectricVehicle #mobillistrik #otomotif https://t.co/WsAefuqE46,1.9349139235027684e+18,,,in,,0,0,0,https://x.com/undefined/status/1934913923502768283,1.9004319254054502e+18,
1.934430820879749e+18,Tue Jun 17 03:49:43 +0000 2025,0,@txtdrjkt 2013. Gw pake google maps mau ke Samsat Barat muter Semanggi 3x nyerah. Dpn hotel bilangan Kuningan gw samperin Gojek yg baru nurunin penumpang. Minta anter. Bayar sesuai aplikasi masukin kode id order yg dikasih mamangnya. Eh dibawa masuk jalur busway &amp; gabisa nolak. ‍️,1.9348207264372288e+18,,txtdrjkt,in,,0,0,0,https://x.com/undefined/status/1934820726437228853,58795521.0,
1.934817751685829e+18,Tue Jun 17 03:37:53 +0000 2025,0,ada ga yg bisa cairin gopaylater via gofood atau apapun itu di aplikasi gojek?? #zonauang,1.934817751685829e+18,,,in,,0,3,0,https://x.com/undefined/status/1934817751685829073,1.400442934277804e+18,
1.934611232373531e+18,Mon Jun 16 14:04:36 +0000 2025,1,@thelittleeight gojek aja jarang ada yg mau ngambil dari aplikasi kak rata2 pada nembak. gocar juga pasti gituu apalagi kalo macet biasanya pada males ngambil,1.9346130825564652e+18,,thelittleeight,in,,0,1,0,https://x.com/undefined/status/1934613082556465253,1.7080982433459692e+18,
1.934595830167786e+18,Mon Jun 16 13:14:30 +0000 2025,0,@JO0YCCC surabaya emang murce nder gojek/grabnya asal gak yang naik tanpa aplikasi ditembak entar *korban 20k,1.9346004727464307e+18,,JO0YCCC,in,,0,0,0,https://x.com/undefined/status/1934600472746430633,1.429357135784145e+18,
1.9345966216581573e+18,Mon Jun 16 12:59:12 +0000 2025,0,aplikasi gojek sama spotify kalo bisa jangan disatuin di slide yg sama. selalu sukses bikin keder,1.9345966216581573e+18,,,in,,0,0,0,https://x.com/undefined/status/1934596621658157280,143652525.0,
1.9345933081412204e+18,Mon Jun 16 12:46:02 +0000 2025,0, Cara Atasi Kendala Top Up Pulsa Tri: 1. Cek saldo rekening &amp; pastikan cukup 2. Restart HP coba top up ulang 3. Coba top up di aplikasi berbeda (misal Gojek Dana atau Shopee) 4. Hubungi CS @3careindonesia melalui WA Semoga berhasil!,1.9345933081412204e+18,,,in,,0,0,0,https://x.com/undefined/status/1934593308141220315,8.933671446325658e+17,
1.934552513774326e+18,Mon Jun 16 10:03:56 +0000 2025,0,Green SM dan Gojek berkolaborasi dalam penyediaan layanan Green SM di aplikasi Gojek,1.934552513774326e+18,,,in,,0,0,0,https://x.com/undefined/status/1934552513774326027,160113699.0,
1.9344838335772636e+18,Mon Jun 16 05:31:01 +0000 2025,1,semoga penyakit suka mindah2in titik sendiri ke tempat yg jauh padahal gua masih di tempat yg sama ky pesenan sebelomnya yg diderita aplikasi gojek cpt sembuh anjg,1.9344838335772636e+18,,,in,,0,0,0,https://x.com/undefined/status/1934483833577263588,1.211345386025042e+18,
1.9341390667754086e+18,Mon Jun 16 04:27:42 +0000 2025,0,@kayiaeo_O Selamat siang. Apabila yang dimaksud E-Toll (E-Money terbitan Bank Mandiri) kartu tersebut dapat digunakan untuk perjalanan Commuter Line Prameks. Untuk pembelian QR tiket di aplikasi Gojek pada fitur GoTransit belum dapat ditentukan masuk kuota tiket. Pembelian QR tiket bisa,1.9344679000789816e+18,,kayiaeo_O,in,,0,0,0,https://x.com/undefined/status/1934467900078981580,341987176.0,
1.934427125513368e+18,Mon Jun 16 01:45:41 +0000 2025,3,Green SM penyedia layanan armada 100 persen taksi listrik resmi berkolaborasi dengan Gojek dalam menghadirkan layanan GoGreen SM yang kini tersedia di aplikasi Gojek. ~TA #GreenSM #Gojek https://t.co/WDtz4ZvQvy,1.934427125513368e+18,,,in,,0,0,0,https://x.com/undefined/status/1934427125513367969,23343960.0,
1.9342106506598605e+18,Mon Jun 16 00:11:12 +0000 2025,0,@Kirito1765 Belinya lewat apa? Aplikasi mereka atau gojek/ovo/shopeepay atau mbanking? Kemaren ngisi lewat mbanking mandiri dan bca gak ada masalah.,1.9344033478614303e+18,,Kirito1765,in,,0,0,0,https://x.com/undefined/status/1934403347861430371,1.7779898577863803e+18,
1.9341678018428234e+18,Sun Jun 15 12:45:45 +0000 2025,0,@tanyarlfes Aplikasi gojek nder,1.9342308492240732e+18,,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1934230849224073270,388173537.0,
1.9342026588498004e+18,Sun Jun 15 11:16:42 +0000 2025,0,@3ahriii_ Selamat malam Kak. QRIS Tap saat ini belum bisa digunakan sebagai tiket Commuter Line ya kak alternatif bisa unduh aplikasi c-acces/access by KAI/Gojek (Gotransit) untuk pembelian tiket via scan QR code ya Kak. Tks.,1.9342084408571456e+18,,3ahriii_,in,,0,0,0,https://x.com/undefined/status/1934208440857145478,341987176.0,
1.9328900715875658e+18,Wed Jun 11 23:37:02 +0000 2025,0,@waafahal @jadijago seharusnya Rp0 keterangannya knp harus beda jumlah saldo di aplikasi gopay sama gojek kalau sudah di transfer ke gopay tabungan saya lihat ini juga terjadi dibeberapa customer yg baru pertama kali buat gopay tabungan seperti halnya yg terjadi di saya ada yg sampai jutaan juga,1.9329451986420493e+18,,waafahal,in,,0,1,0,https://x.com/undefined/status/1932945198642049287,1.304797121497895e+18,
1.9328940361108564e+18,Wed Jun 11 23:33:57 +0000 2025,0,@waafahal @gopayindonesia tapi saya lihat di akun lain seharusnya Rp0 di gopay saldo terus knp keterangan saldo di aplikasi gopay sama gojek bisa beda??,1.9329444235682245e+18,,waafahal,in,,0,2,0,https://x.com/undefined/status/1932944423568224463,1.304797121497895e+18,
1.9327671140432732e+18,Wed Jun 11 19:46:56 +0000 2025,0,@BaseBDG Buat kalian kalau mau beli beras beli d gomart aja (aplikasi gojek) belinya tiap harus sabtu harganya sktar 62rb dan free ongkir,1.932887293876212e+18,,BaseBDG,in,,0,1,0,https://x.com/undefined/status/1932887293876211998,700084513.0,
1.9328280458215795e+18,Wed Jun 11 15:51:30 +0000 2025,0,memang aplikasi gojek ini penyelamat di segala kondisi. bisa apa gue tanpa abang2 gojek. love gojek️️ https://t.co/XLvGlAyBKw,1.9328280458215795e+18,https://pbs.twimg.com/media/GtLI28cbQAAVl6z.jpg,,in,,0,0,0,https://x.com/undefined/status/1932828045821579623,631147537.0,
1.932772354125714e+18,Wed Jun 11 12:10:13 +0000 2025,1,Deadline mepet hujan deras motor gak bisa dipake? Langsung aja buka aplikasi Gojek order GoRide bayar pake GoPay. Jangan lupa pakai promo PASTIADAJALAN biar makin hemat! @gojekindonesia #PASTIADAJALAN https://t.co/i5Qy6Qule0,1.932772354125714e+18,https://pbs.twimg.com/media/GtKWNp6acAAF7IJ.jpg,,in,,0,1,0,https://x.com/undefined/status/1932772354125713866,1.256466571083477e+18,
1.932763447177233e+18,Wed Jun 11 11:34:49 +0000 2025,2,Pov: Semua promo kyak muncul disaat yg paling dibutuhkan tiap buka aplikasi Gojek @gojekindonesia #GSKSMG2025 #PASTIADAJALAN #GOJEK https://t.co/54CCo5sai9,1.932763447177233e+18,https://pbs.twimg.com/media/GtKN_spbcAA9VCT.jpg,,in,,0,0,0,https://x.com/undefined/status/1932763447177232770,1.5763973617644093e+18,
1.9326852265239636e+18,Wed Jun 11 06:24:00 +0000 2025,0,Gw baru tau klo gojek di aplikasi drivernya akun gw ada notesnya pelanggan ini titik penjemputan tidak selalu tepat harap menghubungi kembali Kek gw ngerasa dih apebuedh ,1.9326852265239636e+18,,,in,,0,1,0,https://x.com/undefined/status/1932685226523963528,185641715.0,
1.9323003760419927e+18,Wed Jun 11 02:06:51 +0000 2025,0,@yolanderf @wookiesn @BaseBDG enggak dia instal aplikasi grab/gojek dll. trs pesen dari titik A ke titik B ntar di situ ada titik2 ijo letak driver terdekat. tinggal d liat aja d map nya ada dimana tuh driver tp y random ,1.9326205139790154e+18,,yolanderf,in,,0,0,0,https://x.com/undefined/status/1932620513979015520,7.399484787601244e+17,
1.9325077525403525e+18,Wed Jun 11 01:24:34 +0000 2025,0,@mdrfhyt gojek mau berubah jadi aplikasi fintech wkwkw,1.9326098732101924e+18,,mdrfhyt,in,,0,1,0,https://x.com/undefined/status/1932609873210192383,1.3902537477464596e+18,
1.932469743971431e+18,Tue Jun 10 16:07:45 +0000 2025,1,BISA INI ITU DENGAN GOJEK??? Bisa banget dapet hadiah jutaan dari GOJEK dengan redeem kode #PASTIADAJALAN di Aplikasi Gojek! Klaim kore unikmu dan menangkan banyak hadiahnya‼️ #GSKPWT2025 #NgampusHematBarengGojek #GojekSahabatKampus @gojekindonesia https://t.co/vFpsxctrA6,1.932469743971431e+18,https://pbs.twimg.com/media/GtGC-yubYAAH57O.jpg,,in,,0,0,1,https://x.com/undefined/status/1932469743971430800,8.69545259662889e+17,
1.9312679514723866e+18,Tue Jun 10 15:26:29 +0000 2025,0,Mau diskon gede buat GoRide ke/dari stasiun? Pake aja kode promo GOSTASIUN + GOINF25 pas transaksi di aplikasi Gojek kamu! Langsung berasa hematnya. Buruan sikat! #GOSTASIUN #GOINF25 #GSKPWT2025 #NgampusHematBarengGojek #GojekSahabatKampus @gojek.yogyakarta https://t.co/1eC06KRMvj,1.9324593621923965e+18,https://pbs.twimg.com/media/GtF1vBrbUAAvlum.jpg,HmifUnsoed,in,,0,0,0,https://x.com/undefined/status/1932459362192396505,525199331.0,
1.9324410814610394e+18,Tue Jun 10 15:01:55 +0000 2025,0,@ppngjijimagu Selamat malam Kak apabila belum melakukan tap out dengan aplikasi Gojek untuk perjalanan esok hari maka bisa dilakukan ya apabila terdapat kendala silakan bisa menghubungi petugas di stasiun keberangkatan. Tks.,1.9324531786306893e+18,,ppngjijimagu,in,,0,0,0,https://x.com/undefined/status/1932453178630689197,341987176.0,
1.9324437475199757e+18,Tue Jun 10 14:24:27 +0000 2025,0,HAAHH!!!?! kapan lagi setiap pake aplikasi Gojek bakal dapet hadiah menarik!!! Jangan lupa dipake guys kode promo PASTIADAJALAN yaa temen temen siapa tau kalian bakal dapetin hadiah hadiah menariknya!!! @gojek_smg @gojekindonesia #GSKSMG2025 https://t.co/xiJVVPPihX,1.9324437475199757e+18,https://pbs.twimg.com/media/GtFrWNuaYAAwJSG.jpg,,in,,0,0,0,https://x.com/undefined/status/1932443747519975746,1.8120273886263706e+18,
1.9324424949246774e+18,Tue Jun 10 14:19:28 +0000 2025,0,HAAHH!!!?! kapan lagi setiap pake aplikasi Gojek bakal dapet hadiah menarik!!! Jangan lupa dipake guys kode promo PASTIADAJALAN yaa temen temen siapa tau kalian bakal dapetin hadiah hadiah menariknya!!! @gojek_smg @gojekindonesia #GSKSMG2025 https://t.co/AgsVRnNAhA,1.9324424949246774e+18,https://pbs.twimg.com/media/GtFqND4a4AAV9SH.jpg,,in,,0,0,0,https://x.com/undefined/status/1932442494924677498,1.513798688858153e+18,
1.9324405864618683e+18,Tue Jun 10 14:11:53 +0000 2025,0,@gojekindonesia saya mau tanya ini kenapa bisa terjadi ya saya pesan gofood dan titik pengantaran/alamat sudah sesuai tapi titiknya malah berbeda jauh dengan yang di drivernya? jadinya malah harus shareloc di luar aplikasi gojek. ini buat gak nyaman antara cust &amp; driver.,1.9324405864618683e+18,,gojekindonesia,in,,0,0,0,https://x.com/undefined/status/1932440586461868202,1.226753002364498e+18,
1.93207915984681e+18,Mon Jun 09 14:15:42 +0000 2025,0,Mau dapet hadiah jutaan rupiah cuma dari pakai Gojek? YEP kamu nggak salah baca. #PastiAdaJalan buat menang asal kamu gercep! Buruan cek di aplikasi Gojek sekarang! #NgampusHematBarengGojek #PromoGojek #GSKPWT2025 #GojekSahabatKampus @gojekindonesia https://t.co/RgXa4PKoaU,1.93207915984681e+18,https://pbs.twimg.com/media/GtAfwDKa4AAeyc5.jpg,,in,,0,0,0,https://x.com/undefined/status/1932079159846810078,1.4185306723276186e+18,
1.9315619092220887e+18,Mon Jun 09 13:49:29 +0000 2025,0,@vespamatic96 Klo gitu Ama aja om...Napa Lo ngojek pake gojek bukan pake Maxim...Lo bikin kaya yg punya gojek...coba Lo GX pake aplikasi gojek...bakalan tutup tu gojek...sama GX kira2x om narasinya,1.9320725634901197e+18,,vespamatic96,in,,0,0,0,https://x.com/undefined/status/1932072563490119688,1.5203815366041395e+18,
